0.93000;0.93000;90.00000;4.94150;0.00000;-0.51650;0.00000;0.83420;0.00000;-0.51650;0.00000;4.94150
0.93000;0.93000;93.00000;4.86000;0.00000;-0.65730;0.00000;0.83380;0.00000;-0.65730;0.00000;4.92890
0.93000;0.93000;96.00000;4.76190;0.00000;-0.79470;0.00000;0.83390;0.00000;-0.79470;0.00000;4.92890
0.93000;0.93000;99.00000;4.64770;0.00000;-0.92680;0.00000;0.83440;0.00000;-0.92680;0.00000;4.94130
0.93000;0.93000;102.00000;4.51810;0.00000;-1.05200;0.00000;0.83530;0.00000;-1.05200;0.00000;4.96540
0.93000;0.93000;105.00000;4.37400;0.00000;-1.16860;0.00000;0.83660;0.00000;-1.16860;0.00000;5.00030
0.93000;0.93000;108.00000;4.21640;0.00000;-1.27500;0.00000;0.83840;0.00000;-1.27500;0.00000;5.04490
0.93000;0.93000;111.00000;4.04640;0.00000;-1.36980;0.00000;0.84040;0.00000;-1.36980;0.00000;5.09800
0.93000;0.93000;114.00000;3.86540;0.00000;-1.45170;0.00000;0.84280;0.00000;-1.45170;0.00000;5.15810
0.93000;0.93000;117.00000;3.67510;0.00000;-1.51940;0.00000;0.84550;0.00000;-1.51940;0.00000;5.22340
0.93000;0.93000;120.00000;3.47700;0.00000;-1.57210;0.00000;0.84840;0.00000;-1.57210;0.00000;5.29230
0.93000;0.95000;90.00000;5.24560;0.00000;-0.55090;0.00000;0.81890;0.00000;-0.55090;0.00000;4.94560
0.93000;0.95000;93.00000;5.15850;0.00000;-0.70480;0.00000;0.81860;0.00000;-0.70480;0.00000;4.93870
0.93000;0.95000;96.00000;5.05350;0.00000;-0.85490;0.00000;0.81870;0.00000;-0.85490;0.00000;4.94550
0.93000;0.95000;99.00000;4.93120;0.00000;-0.99910;0.00000;0.81920;0.00000;-0.99910;0.00000;4.96570
0.93000;0.95000;102.00000;4.79230;0.00000;-1.13560;0.00000;0.82020;0.00000;-1.13560;0.00000;4.99860
0.93000;0.95000;105.00000;4.63770;0.00000;-1.26270;0.00000;0.82160;0.00000;-1.26270;0.00000;5.04320
0.93000;0.95000;108.00000;4.46850;0.00000;-1.37870;0.00000;0.82330;0.00000;-1.37870;0.00000;5.09850
0.93000;0.95000;111.00000;4.28590;0.00000;-1.48200;0.00000;0.82530;0.00000;-1.48200;0.00000;5.16290
0.93000;0.95000;114.00000;4.09140;0.00000;-1.57130;0.00000;0.82770;0.00000;-1.57130;0.00000;5.23500
0.93000;0.95000;117.00000;3.88670;0.00000;-1.64520;0.00000;0.83030;0.00000;-1.64520;0.00000;5.31300
0.93000;0.95000;120.00000;3.67350;0.00000;-1.70270;0.00000;0.83320;0.00000;-1.70270;0.00000;5.39500
0.93000;0.97000;90.00000;5.56210;0.00000;-0.58600;0.00000;0.80440;0.00000;-0.58600;0.00000;4.94930
0.93000;0.97000;93.00000;5.46930;0.00000;-0.75390;0.00000;0.80410;0.00000;-0.75390;0.00000;4.94820
0.93000;0.97000;96.00000;5.35730;0.00000;-0.91730;0.00000;0.80420;0.00000;-0.91730;0.00000;4.96200
0.93000;0.97000;99.00000;5.22680;0.00000;-1.07420;0.00000;0.80480;0.00000;-1.07420;0.00000;4.99030
0.93000;0.97000;102.00000;5.07840;0.00000;-1.22270;0.00000;0.80580;0.00000;-1.22270;0.00000;5.03230
0.93000;0.97000;105.00000;4.91320;0.00000;-1.36090;0.00000;0.80720;0.00000;-1.36090;0.00000;5.08720
0.93000;0.97000;108.00000;4.73210;0.00000;-1.48710;0.00000;0.80890;0.00000;-1.48710;0.00000;5.15360
